"Index", "Count", "Origin Account", "Destination Account", "Date", "Original Amount", "Origin Currency", "Converted Amount", "Destination Currency"
"12305", "12551", "00327-327-OL-99673", "02026-028-XC-97974", "1/13/12", "233.70", "CAD", "233.70", "USD"
"12306", "12552", "00327-327-OL-99673", "02026-028-XC-97974", "3/12/12", "1800.00", "CAD", "1800.00", "USD"
"12307", "12553", "00327-327-OL-99673", "02026-028-XC-97974", "7/6/12", "3000.00", "CAD", "3000.00", "USD"
"12308", "12554", "00327-327-OL-99673", "00845-845-MN-99155", "7/4/11", "398493.79", "CAD", "398493.79", "USD"
"12309", "12555", "00327-327-OL-99673", "00563-563-QJ-99437", "9/25/10", "30000.00", "CAD", "30000.00", "USD"
"12310", "12555", "00327-327-OL-99673", "00563-563-QJ-99437", "9/25/10", "30000.00", "CAD", "30000.00", "USD"
"12311", "12556", "00327-327-OL-99673", "00563-563-QJ-99437", "10/11/10", "26463.33", "CAD", "26463.33", "USD"
"12312", "12556", "00327-327-OL-99673", "00563-563-QJ-99437", "10/11/10", "26463.33", "CAD", "26463.33", "USD"
"12313", "12557", "00327-327-OL-99673", "00563-563-QJ-99437", "10/25/10", "40000.00", "CAD", "40000.00", "USD"
"12314", "12557", "00327-327-OL-99673", "00563-563-QJ-99437", "10/25/10", "40000.00", "CAD", "40000.00", "USD"
"12315", "12558", "00327-327-OL-99673", "00563-563-QJ-99437", "11/1/10", "6230.00", "CAD", "6230.00", "USD"
"12316", "12558", "00327-327-OL-99673", "00563-563-QJ-99437", "11/1/10", "6230.00", "CAD", "6230.00", "USD"
"12317", "12559", "00327-327-OL-99673", "00563-563-QJ-99437", "11/12/10", "30000.00", "CAD", "30000.00", "USD"
"12318", "12559", "00327-327-OL-99673", "00563-563-QJ-99437", "11/12/10", "30000.00", "CAD", "30000.00", "USD"
"12319", "12560", "00327-327-OL-99673", "00563-563-QJ-99437", "11/13/10", "1000.00", "CAD", "1000.00", "USD"
"12320", "12560", "00327-327-OL-99673", "00563-563-QJ-99437", "11/13/10", "1000.00", "CAD", "1000.00", "USD"
"12321", "12561", "00327-327-OL-99673", "00563-563-QJ-99437", "12/11/10", "97970.00", "CAD", "97970.00", "USD"
"12322", "12561", "00327-327-OL-99673", "00563-563-QJ-99437", "12/11/10", "97970.00", "CAD", "97970.00", "USD"
"12323", "12562", "00327-327-OL-99673", "00563-563-QJ-99437", "12/27/10", "71370.00", "CAD", "71370.00", "USD"
"12324", "12562", "00327-327-OL-99673", "00563-563-QJ-99437", "12/27/10", "71370.00", "CAD", "71370.00", "USD"
"12325", "12563", "00327-327-OL-99673", "00563-563-QJ-99437", "1/16/11", "150000.00", "CAD", "150000.00", "USD"
"12326", "12563", "00327-327-OL-99673", "00563-563-QJ-99437", "1/16/11", "150000.00", "CAD", "150000.00", "USD"
"12327", "12564", "00327-327-OL-99673", "00563-563-QJ-99437", "1/21/11", "50000.00", "CAD", "50000.00", "USD"
"12328", "12564", "00327-327-OL-99673", "00563-563-QJ-99437", "1/21/11", "50000.00", "CAD", "50000.00", "USD"
"12329", "12565", "00327-327-OL-99673", "00563-563-QJ-99437", "2/6/11", "71370.00", "CAD", "71370.00", "USD"
"12330", "12565", "00327-327-OL-99673", "00563-563-QJ-99437", "2/6/11", "71370.00", "CAD", "71370.00", "USD"
"12331", "12566", "00327-327-OL-99673", "00563-563-QJ-99437", "2/18/11", "715000.00", "CAD", "715000.00", "USD"
"12332", "12566", "00327-327-OL-99673", "00563-563-QJ-99437", "2/18/11", "715000.00", "CAD", "715000.00", "USD"
"12333", "12567", "00327-327-OL-99673", "00563-563-QJ-99437", "3/7/11", "71955.00", "CAD", "71955.00", "USD"
"12334", "12567", "00327-327-OL-99673", "00563-563-QJ-99437", "3/7/11", "71955.00", "CAD", "71955.00", "USD"
"12335", "12568", "00327-327-OL-99673", "00563-563-QJ-99437", "4/9/11", "71955.00", "CAD", "71955.00", "USD"
"12336", "12568", "00327-327-OL-99673", "00563-563-QJ-99437", "4/9/11", "71955.00", "CAD", "71955.00", "USD"
"12337", "12569", "00327-327-OL-99673", "00563-563-QJ-99437", "5/3/11", "71955.00", "CAD", "71955.00", "USD"
"12338", "12569", "00327-327-OL-99673", "00563-563-QJ-99437", "5/3/11", "71955.00", "CAD", "71955.00", "USD"
"12339", "12570", "00327-327-OL-99673", "00563-563-QJ-99437", "5/22/11", "50000.00", "CAD", "50000.00", "USD"
"12340", "12570", "00327-327-OL-99673", "00563-563-QJ-99437", "5/22/11", "50000.00", "CAD", "50000.00", "USD"
"12341", "12571", "00327-327-OL-99673", "00563-563-QJ-99437", "6/7/11", "21967.50", "CAD", "21967.50", "USD"
"12342", "12571", "00327-327-OL-99673", "00563-563-QJ-99437", "6/7/11", "21967.50", "CAD", "21967.50", "USD"
"12343", "12572", "00327-327-OL-99673", "00563-563-QJ-99437", "6/18/11", "45000.00", "CAD", "45000.00", "USD"
"12344", "12572", "00327-327-OL-99673", "00563-563-QJ-99437", "6/18/11", "45000.00", "CAD", "45000.00", "USD"
"12345", "12573", "00327-327-OL-99673", "00563-563-QJ-99437", "7/2/11", "14000.00", "CAD", "14000.00", "USD"
"12346", "12573", "00327-327-OL-99673", "00563-563-QJ-99437", "7/2/11", "14000.00", "CAD", "14000.00", "USD"
"12347", "12574", "00327-327-OL-99673", "00563-563-QJ-99437", "7/9/11", "955.00", "CAD", "955.00", "USD"
"12348", "12574", "00327-327-OL-99673", "00563-563-QJ-99437", "7/9/11", "955.00", "CAD", "955.00", "USD"
"12349", "12575", "00327-327-OL-99673", "00563-563-QJ-99437", "8/5/11", "10000.00", "CAD", "10000.00", "USD"
"12350", "12575", "00327-327-OL-99673", "00563-563-QJ-99437", "8/5/11", "10000.00", "CAD", "10000.00", "USD"
"12351", "12576", "00327-327-OL-99673", "00563-563-QJ-99437", "8/6/11", "15000.00", "CAD", "15000.00", "USD"
"12352", "12576", "00327-327-OL-99673", "00563-563-QJ-99437", "8/6/11", "15000.00", "CAD", "15000.00", "USD"
"12353", "12577", "00327-327-OL-99673", "00563-563-QJ-99437", "8/12/11", "40055.00", "CAD", "40055.00", "USD"
"12354", "12577", "00327-327-OL-99673", "00563-563-QJ-99437", "8/12/11", "40055.00", "CAD", "40055.00", "USD"
"12355", "12578", "00327-327-OL-99673", "00563-563-QJ-99437", "8/16/11", "50000.00", "CAD", "50000.00", "USD"
"12356", "12578", "00327-327-OL-99673", "00563-563-QJ-99437", "8/16/11", "50000.00", "CAD", "50000.00", "USD"
"12357", "12579", "00327-327-OL-99673", "00563-563-QJ-99437", "8/21/11", "21955.00", "CAD", "21955.00", "USD"
"12358", "12579", "00327-327-OL-99673", "00563-563-QJ-99437", "8/21/11", "21955.00", "CAD", "21955.00", "USD"
"12359", "12580", "00327-327-OL-99673", "00563-563-QJ-99437", "8/22/11", "71955.00", "CAD", "71955.00", "USD"
"12360", "12580", "00327-327-OL-99673", "00563-563-QJ-99437", "8/22/11", "71955.00", "CAD", "71955.00", "USD"
"12361", "12581", "00327-327-OL-99673", "00563-563-QJ-99437", "10/17/11", "50000.00", "CAD", "50000.00", "USD"
"12362", "12581", "00327-327-OL-99673", "00563-563-QJ-99437", "10/17/11", "50000.00", "CAD", "50000.00", "USD"
"12363", "12582", "00327-327-OL-99673", "00563-563-QJ-99437", "10/22/11", "17455.00", "CAD", "17455.00", "USD"
"12364", "12582", "00327-327-OL-99673", "00563-563-QJ-99437", "10/22/11", "17455.00", "CAD", "17455.00", "USD"
"12365", "12583", "00327-327-OL-99673", "00563-563-QJ-99437", "11/4/11", "50000.00", "CAD", "50000.00", "USD"
"12366", "12583", "00327-327-OL-99673", "00563-563-QJ-99437", "11/4/11", "50000.00", "CAD", "50000.00", "USD"
"12367", "12584", "00327-327-OL-99673", "00563-563-QJ-99437", "11/14/11", "20000.00", "CAD", "20000.00", "USD"
"12368", "12584", "00327-327-OL-99673", "00563-563-QJ-99437", "11/14/11", "20000.00", "CAD", "20000.00", "USD"
"12369", "12585", "00327-327-OL-99673", "00563-563-QJ-99437", "12/10/11", "30000.00", "CAD", "30000.00", "USD"
"12370", "12585", "00327-327-OL-99673", "00563-563-QJ-99437", "12/10/11", "30000.00", "CAD", "30000.00", "USD"
"12371", "12586", "00327-327-OL-99673", "00563-563-QJ-99437", "12/27/11", "5000.00", "CAD", "5000.00", "USD"
"12372", "12586", "00327-327-OL-99673", "00563-563-QJ-99437", "12/27/11", "5000.00", "CAD", "5000.00", "USD"
"12373", "12587", "00327-327-OL-99673", "00563-563-QJ-99437", "1/7/12", "10000.00", "CAD", "10000.00", "USD"
"12374", "12587", "00327-327-OL-99673", "00563-563-QJ-99437", "1/7/12", "10000.00", "CAD", "10000.00", "USD"
"12375", "12588", "00327-327-OL-99673", "00563-563-QJ-99437", "1/15/12", "51955.00", "CAD", "51955.00", "USD"
"12376", "12588", "00327-327-OL-99673", "00563-563-QJ-99437", "1/15/12", "51955.00", "CAD", "51955.00", "USD"
"12377", "12589", "00327-327-OL-99673", "00563-563-QJ-99437", "1/22/12", "23900.00", "CAD", "23900.00", "USD"
"12378", "12589", "00327-327-OL-99673", "00563-563-QJ-99437", "1/22/12", "23900.00", "CAD", "23900.00", "USD"
"12379", "12590", "00327-327-OL-99673", "00563-563-QJ-99437", "2/4/12", "50000.00", "CAD", "50000.00", "USD"
"12380", "12590", "00327-327-OL-99673", "00563-563-QJ-99437", "2/4/12", "50000.00", "CAD", "50000.00", "USD"
"12381", "12591", "00327-327-OL-99673", "00563-563-QJ-99437", "2/27/12", "48900.00", "CAD", "48900.00", "USD"
"12382", "12591", "00327-327-OL-99673", "00563-563-QJ-99437", "2/27/12", "48900.00", "CAD", "48900.00", "USD"
"12383", "12592", "00327-327-OL-99673", "00563-563-QJ-99437", "4/7/12", "35000.00", "CAD", "35000.00", "USD"
"12384", "12592", "00327-327-OL-99673", "00563-563-QJ-99437", "4/7/12", "35000.00", "CAD", "35000.00", "USD"
"12385", "12593", "00327-327-OL-99673", "00563-563-QJ-99437", "6/2/12", "30000.00", "CAD", "30000.00", "USD"
"12386", "12593", "00327-327-OL-99673", "00563-563-QJ-99437", "6/2/12", "30000.00", "CAD", "30000.00", "USD"
"12387", "12594", "00327-327-OL-99673", "00563-563-QJ-99437", "6/3/12", "34000.00", "CAD", "34000.00", "USD"
"12388", "12594", "00327-327-OL-99673", "00563-563-QJ-99437", "6/3/12", "34000.00", "CAD", "34000.00", "USD"
"12389", "12595", "00327-327-OL-99673", "00563-563-QJ-99437", "7/3/12", "15000.00", "CAD", "15000.00", "USD"
"12390", "12595", "00327-327-OL-99673", "00563-563-QJ-99437", "7/3/12", "15000.00", "CAD", "15000.00", "USD"
"12391", "12596", "00327-327-OL-99673", "00563-563-QJ-99437", "7/7/12", "30945.00", "CAD", "30945.00", "USD"
"12392", "12596", "00327-327-OL-99673", "00563-563-QJ-99437", "7/7/12", "30945.00", "CAD", "30945.00", "USD"
"12393", "12597", "00327-327-OL-99673", "00563-563-QJ-99437", "7/17/12", "15000.00", "CAD", "15000.00", "USD"
"12394", "12597", "00327-327-OL-99673", "00563-563-QJ-99437", "7/17/12", "15000.00", "CAD", "15000.00", "USD"
"12395", "12598", "00327-327-OL-99673", "00563-563-QJ-99437", "7/31/12", "15000.00", "CAD", "15000.00", "USD"
"12396", "12598", "00327-327-OL-99673", "00563-563-QJ-99437", "7/31/12", "15000.00", "CAD", "15000.00", "USD"
"12397", "12599", "00327-327-OL-99673", "00563-563-QJ-99437", "8/4/12", "15000.00", "CAD", "15000.00", "USD"
"12398", "12599", "00327-327-OL-99673", "00563-563-QJ-99437", "8/4/12", "15000.00", "CAD", "15000.00", "USD"
"12399", "12600", "00327-327-OL-99673", "00563-563-QJ-99437", "8/11/12", "1900.00", "CAD", "1900.00", "USD"
"12400", "12600", "00327-327-OL-99673", "00563-563-QJ-99437", "8/11/12", "1900.00", "CAD", "1900.00", "USD"
"12401", "12601", "00327-327-OL-99673", "00563-563-QJ-99437", "8/25/12", "10000.00", "CAD", "10000.00", "USD"
"12402", "12601", "00327-327-OL-99673", "00563-563-QJ-99437", "8/25/12", "10000.00", "CAD", "10000.00", "USD"
"12403", "12602", "00327-327-OL-99673", "00563-563-QJ-99437", "9/7/12", "10000.00", "CAD", "10000.00", "USD"
"12404", "12602", "00327-327-OL-99673", "00563-563-QJ-99437", "9/7/12", "10000.00", "CAD", "10000.00", "USD"
"12405", "12603", "00327-327-OL-99673", "00563-563-QJ-99437", "9/18/12", "5000.00", "CAD", "5000.00", "USD"
"12406", "12603", "00327-327-OL-99673", "00563-563-QJ-99437", "9/18/12", "5000.00", "CAD", "5000.00", "USD"
"12407", "12604", "00327-327-OL-99673", "00563-563-QJ-99437", "9/24/12", "9000.00", "CAD", "9000.00", "USD"
"12408", "12604", "00327-327-OL-99673", "00563-563-QJ-99437", "9/24/12", "9000.00", "CAD", "9000.00", "USD"
"12409", "12605", "00327-327-OL-99673", "00563-563-QJ-99437", "9/30/12", "12000.00", "CAD", "12000.00", "USD"
"12410", "12605", "00327-327-OL-99673", "00563-563-QJ-99437", "9/30/12", "12000.00", "CAD", "12000.00", "USD"
"12411", "12606", "00327-327-OL-99673", "00087-087-IR-99913", "9/17/10", "400.00", "CAD", "400.00", "USD"
"12412", "12607", "00327-327-OL-99673", "00087-087-IR-99913", "9/25/10", "4521.50", "CAD", "4521.50", "USD"
"12413", "12608", "00327-327-OL-99673", "00087-087-IR-99913", "10/24/10", "300.00", "CAD", "300.00", "USD"
"12414", "12609", "00327-327-OL-99673", "00087-087-IR-99913", "10/25/10", "4521.50", "CAD", "4521.50", "USD"
"12415", "12610", "00327-327-OL-99673", "00087-087-IR-99913", "10/31/10", "210.10", "CAD", "210.10", "USD"
"12416", "12611", "00327-327-OL-99673", "00087-087-IR-99913", "11/8/10", "1500.00", "CAD", "1500.00", "USD"
"12417", "12612", "00327-327-OL-99673", "00087-087-IR-99913", "11/19/10", "300.00", "CAD", "300.00", "USD"
"12418", "12613", "00327-327-OL-99673", "00087-087-IR-99913", "11/20/10", "8064.18", "CAD", "8064.18", "USD"
"12419", "12614", "00327-327-OL-99673", "00087-087-IR-99913", "11/23/10", "4521.50", "CAD", "4521.50", "USD"
"12420", "12615", "00327-327-OL-99673", "00087-087-IR-99913", "12/25/10", "4521.50", "CAD", "4521.50", "USD"
"12421", "12616", "00327-327-OL-99673", "00087-087-IR-99913", "1/4/11", "1018.29", "CAD", "1018.29", "USD"
"12422", "12617", "00327-327-OL-99673", "00087-087-IR-99913", "1/24/11", "13005.01", "CAD", "13005.01", "USD"
"12423", "12618", "00327-327-OL-99673", "00087-087-IR-99913", "1/24/11", "5334.14", "CAD", "5334.14", "USD"
"12424", "12619", "00327-327-OL-99673", "00087-087-IR-99913", "2/25/11", "5223.74", "CAD", "5223.74", "USD"
"12425", "12620", "00327-327-OL-99673", "00087-087-IR-99913", "3/4/11", "1541.59", "CAD", "1541.59", "USD"
"12426", "12621", "00327-327-OL-99673", "00087-087-IR-99913", "3/11/11", "216.00", "CAD", "216.00", "USD"
"12427", "12622", "00327-327-OL-99673", "00087-087-IR-99913", "3/25/11", "5223.74", "CAD", "5223.74", "USD"
"12428", "12623", "00327-327-OL-99673", "00087-087-IR-99913", "4/24/11", "5223.74", "CAD", "5223.74", "USD"
"12429", "12624", "00327-327-OL-99673", "00087-087-IR-99913", "5/9/11", "629.41", "CAD", "629.41", "USD"
"12430", "12625", "00327-327-OL-99673", "00087-087-IR-99913", "5/24/11", "5223.74", "CAD", "5223.74", "USD"
"12431", "12626", "00327-327-OL-99673", "00087-087-IR-99913", "5/31/11", "1500.00", "CAD", "1500.00", "USD"
"12432", "12627", "00327-327-OL-99673", "00087-087-IR-99913", "6/25/11", "11663.90", "CAD", "11663.90", "USD"
"12433", "12628", "00327-327-OL-99673", "00087-087-IR-99913", "6/25/11", "5220.74", "CAD", "5220.74", "USD"
"12434", "12629", "00327-327-OL-99673", "00087-087-IR-99913", "7/23/11", "5220.74", "CAD", "5220.74", "USD"
"12435", "12630", "00327-327-OL-99673", "00087-087-IR-99913", "8/8/11", "1500.00", "CAD", "1500.00", "USD"
"12436", "12631", "00327-327-OL-99673", "00087-087-IR-99913", "8/20/11", "600.00", "CAD", "600.00", "USD"
"12437", "12632", "00327-327-OL-99673", "00087-087-IR-99913", "8/22/11", "5220.74", "CAD", "5220.74", "USD"
"12438", "12633", "00327-327-OL-99673", "00087-087-IR-99913", "9/5/11", "206.50", "CAD", "206.50", "USD"
"12439", "12634", "00327-327-OL-99673", "00087-087-IR-99913", "9/11/11", "2000.00", "CAD", "2000.00", "USD"
"12440", "12635", "00327-327-OL-99673", "00087-087-IR-99913", "9/24/11", "5220.74", "CAD", "5220.74", "USD"
"12441", "12636", "00327-327-OL-99673", "00087-087-IR-99913", "10/16/11", "2000.00", "CAD", "2000.00", "USD"
"12442", "12637", "00327-327-OL-99673", "00087-087-IR-99913", "10/25/11", "5220.74", "CAD", "5220.74", "USD"
"12443", "12638", "00327-327-OL-99673", "00087-087-IR-99913", "11/12/11", "1500.00", "CAD", "1500.00", "USD"
"12444", "12639", "00327-327-OL-99673", "00087-087-IR-99913", "12/24/11", "5830.76", "CAD", "5830.76", "USD"
"12445", "12640", "00327-327-OL-99673", "00087-087-IR-99913", "12/31/11", "129.14", "CAD", "129.14", "USD"
"12446", "12641", "00327-327-OL-99673", "00087-087-IR-99913", "1/21/12", "1000.00", "CAD", "1000.00", "USD"
"12447", "12642", "00327-327-OL-99673", "00087-087-IR-99913", "1/23/12", "5952.99", "CAD", "5952.99", "USD"
"12448", "12643", "00327-327-OL-99673", "00087-087-IR-99913", "2/17/12", "600.00", "CAD", "600.00", "USD"
"12449", "12644", "00327-327-OL-99673", "00087-087-IR-99913", "2/25/12", "5220.74", "CAD", "5220.74", "USD"
"12450", "12645", "00327-327-OL-99673", "00087-087-IR-99913", "3/6/12", "1500.00", "CAD", "1500.00", "USD"
"12451", "12646", "00327-327-OL-99673", "00087-087-IR-99913", "3/20/12", "1000.00", "CAD", "1000.00", "USD"
"12452", "12647", "00327-327-OL-99673", "00087-087-IR-99913", "3/25/12", "8695.77", "CAD", "8695.77", "USD"
"12453", "12648", "00327-327-OL-99673", "00087-087-IR-99913", "4/8/12", "407.60", "CAD", "407.60", "USD"
"12454", "12649", "00327-327-OL-99673", "00087-087-IR-99913", "4/20/12", "1600.00", "CAD", "1600.00", "USD"
"12455", "12650", "00327-327-OL-99673", "00087-087-IR-99913", "4/24/12", "8361.11", "CAD", "8361.11", "USD"
"12456", "12651", "00327-327-OL-99673", "00087-087-IR-99913", "5/25/12", "5305.82", "CAD", "5305.82", "USD"
"12457", "12652", "00327-327-OL-99673", "00087-087-IR-99913", "6/2/12", "830.00", "CAD", "830.00", "USD"
"12458", "12653", "00327-327-OL-99673", "00087-087-IR-99913", "6/25/12", "5212.58", "CAD", "5212.58", "USD"
"12459", "12654", "00327-327-OL-99673", "00087-087-IR-99913", "7/10/12", "331.30", "CAD", "331.30", "USD"
"12460", "12655", "00327-327-OL-99673", "00087-087-IR-99913", "7/24/12", "5212.58", "CAD", "5212.58", "USD"
"12461", "12656", "00327-327-OL-99673", "00087-087-IR-99913", "9/21/12", "4778.46", "CAD", "4778.46", "USD"
"12462", "12657", "00327-327-OL-99673", "02027-029-YB-97973", "7/23/11", "3918.34", "CAD", "3918.34", "USD"
"12463", "12658", "00327-327-OL-99673", "02027-029-YB-97973", "7/25/11", "3032.07", "CAD", "3032.07", "USD"
"12464", "12659", "00327-327-OL-99673", "02028-030-ZA-97972", "8/14/11", "2028.98", "CAD", "2028.98", "USD"
"12465", "12660", "00327-327-OL-99673", "02028-030-ZA-97972", "5/12/12", "1858.84", "CAD", "1858.84", "USD"
"12466", "12661", "00327-327-OL-99673", "00725-725-WD-99275", "1/7/11", "217.38", "CAD", "217.38", "USD"
"12467", "12662", "00327-327-OL-99673", "02029-031-AZ-97971", "1/10/11", "20000.00", "CAD", "20000.00", "USD"
"12468", "12663", "00327-327-OL-99673", "02030-032-BY-97970", "8/7/11", "1170.00", "CAD", "1170.00", "USD"
"12469", "12664", "00327-327-OL-99673", "00467-467-YB-99533", "9/25/10", "2135.38", "CAD", "2135.38", "USD"
"12470", "12665", "00327-327-OL-99673", "00467-467-YB-99533", "10/24/10", "720.00", "CAD", "720.00", "USD"
"12471", "12666", "00327-327-OL-99673", "00467-467-YB-99533", "10/25/10", "2135.38", "CAD", "2135.38", "USD"
"12472", "12667", "00327-327-OL-99673", "00467-467-YB-99533", "10/25/10", "1928.24", "CAD", "1928.24", "USD"
"12473", "12668", "00327-327-OL-99673", "00467-467-YB-99533", "10/31/10", "1928.24", "CAD", "1928.24", "USD"
"12474", "12669", "00327-327-OL-99673", "00467-467-YB-99533", "11/20/10", "697.24", "CAD", "697.24", "USD"
"12475", "12670", "00327-327-OL-99673", "00467-467-YB-99533", "11/23/10", "2135.38", "CAD", "2135.38", "USD"
"12476", "12671", "00327-327-OL-99673", "00467-467-YB-99533", "12/25/10", "2135.38", "CAD", "2135.38", "USD"
"12477", "12672", "00327-327-OL-99673", "00467-467-YB-99533", "1/24/11", "2135.38", "CAD", "2135.38", "USD"
"12478", "12673", "00327-327-OL-99673", "00467-467-YB-99533", "1/24/11", "1393.48", "CAD", "1393.48", "USD"
"12479", "12674", "00327-327-OL-99673", "00467-467-YB-99533", "2/25/11", "2135.38", "CAD", "2135.38", "USD"
"12480", "12675", "00327-327-OL-99673", "00467-467-YB-99533", "3/25/11", "2831.62", "CAD", "2831.62", "USD"
"12481", "12676", "00327-327-OL-99673", "00467-467-YB-99533", "4/24/11", "2831.62", "CAD", "2831.62", "USD"
"12482", "12677", "00327-327-OL-99673", "00467-467-YB-99533", "5/24/11", "2661.67", "CAD", "2661.67", "USD"
"12483", "12678", "00327-327-OL-99673", "00467-467-YB-99533", "6/25/11", "2831.62", "CAD", "2831.62", "USD"
"12484", "12679", "00327-327-OL-99673", "00467-467-YB-99533", "7/23/11", "2831.62", "CAD", "2831.62", "USD"
"12485", "12680", "00327-327-OL-99673", "00467-467-YB-99533", "8/22/11", "2831.62", "CAD", "2831.62", "USD"
"12486", "12681", "00327-327-OL-99673", "00467-467-YB-99533", "9/24/11", "1595.99", "CAD", "1595.99", "USD"
"12487", "12682", "00327-327-OL-99673", "00467-467-YB-99533", "10/25/11", "2831.62", "CAD", "2831.62", "USD"
"12488", "12683", "00327-327-OL-99673", "02031-033-CX-97969", "9/7/10", "3694.26", "CAD", "3694.26", "USD"
"12489", "12684", "00327-327-OL-99673", "02031-033-CX-97969", "9/25/10", "4017.30", "CAD", "4017.30", "USD"
"12490", "12685", "00327-327-OL-99673", "02031-033-CX-97969", "10/24/10", "1753.10", "CAD", "1753.10", "USD"
"12491", "12686", "00327-327-OL-99673", "02031-033-CX-97969", "10/25/10", "4017.30", "CAD", "4017.30", "USD"
"12492", "12687", "00327-327-OL-99673", "02031-033-CX-97969", "11/23/10", "4017.30", "CAD", "4017.30", "USD"
"12493", "12688", "00327-327-OL-99673", "02031-033-CX-97969", "11/30/10", "902.66", "CAD", "902.66", "USD"
"12494", "12689", "00327-327-OL-99673", "02032-034-DW-97968", "2/11/12", "79810.15", "CAD", "79810.15", "USD"
"12495", "12690", "00327-327-OL-99673", "02032-034-DW-97968", "5/19/12", "115.19", "CAD", "115.19", "USD"
"12496", "12691", "00327-327-OL-99673", "02033-035-EV-97967", "5/22/11", "2398.50", "CAD", "2398.50", "USD"
"12497", "12692", "00327-327-OL-99673", "02033-035-EV-97967", "10/10/11", "15087.60", "CAD", "15087.60", "USD"
"12498", "12693", "00327-327-OL-99673", "00678-678-BY-99322", "10/25/11", "12.30", "CAD", "12.30", "USD"
"12499", "12694", "00327-327-OL-99673", "02034-036-FU-97966", "9/25/10", "2951.16", "CAD", "2951.16", "USD"
"12500", "12695", "00327-327-OL-99673", "02034-036-FU-97966", "10/25/10", "2346.48", "CAD", "2346.48", "USD"
"12501", "12696", "00327-327-OL-99673", "02034-036-FU-97966", "10/25/10", "461.78", "CAD", "461.78", "USD"
"12502", "12697", "00327-327-OL-99673", "02034-036-FU-97966", "11/20/10", "3484.19", "CAD", "3484.19", "USD"
"12503", "12698", "00327-327-OL-99673", "02034-036-FU-97966", "11/23/10", "3058.07", "CAD", "3058.07", "USD"
"12504", "12699", "00327-327-OL-99673", "02034-036-FU-97966", "12/25/10", "2951.16", "CAD", "2951.16", "USD"
"12505", "12700", "00327-327-OL-99673", "02034-036-FU-97966", "1/24/11", "4041.39", "CAD", "4041.39", "USD"
"12506", "12701", "00327-327-OL-99673", "02034-036-FU-97966", "1/24/11", "2732.61", "CAD", "2732.61", "USD"
"12507", "12702", "00327-327-OL-99673", "02034-036-FU-97966", "2/25/11", "2702.34", "CAD", "2702.34", "USD"
"12508", "12703", "00327-327-OL-99673", "02034-036-FU-97966", "3/25/11", "3058.07", "CAD", "3058.07", "USD"
"12509", "12704", "00327-327-OL-99673", "02034-036-FU-97966", "4/24/11", "3058.07", "CAD", "3058.07", "USD"
"12510", "12705", "00327-327-OL-99673", "02035-037-GT-97965", "9/2/11", "924.96", "CAD", "924.96", "USD"
"12511", "12706", "00327-327-OL-99673", "02036-038-HS-97964", "10/4/10", "7319.44", "CAD", "7319.44", "USD"
"12512", "12707", "00327-327-OL-99673", "02036-038-HS-97964", "10/22/10", "6943.66", "CAD", "6943.66", "USD"
"12513", "12708", "00327-327-OL-99673", "02036-038-HS-97964", "11/6/10", "979.66", "CAD", "979.66", "USD"
"12514", "12709", "00327-327-OL-99673", "02036-038-HS-97964", "11/12/10", "1155.96", "CAD", "1155.96", "USD"
"12515", "12710", "00327-327-OL-99673", "02036-038-HS-97964", "12/11/10", "8205.53", "CAD", "8205.53", "USD"
"12516", "12711", "00327-327-OL-99673", "02036-038-HS-97964", "12/31/10", "2881.15", "CAD", "2881.15", "USD"
"12517", "12712", "00327-327-OL-99673", "02036-038-HS-97964", "1/8/11", "150.33", "CAD", "150.33", "USD"
"12518", "12713", "00327-327-OL-99673", "02036-038-HS-97964", "2/6/11", "5361.79", "CAD", "5361.79", "USD"
"12519", "12714", "00327-327-OL-99673", "02036-038-HS-97964", "2/12/11", "15164.19", "CAD", "15164.19", "USD"
"12520", "12715", "00327-327-OL-99673", "02036-038-HS-97964", "3/7/11", "1178.56", "CAD", "1178.56", "USD"
"12521", "12716", "00327-327-OL-99673", "02036-038-HS-97964", "4/2/11", "12554.97", "CAD", "12554.97", "USD"
"12522", "12717", "00327-327-OL-99673", "02036-038-HS-97964", "4/22/11", "6901.17", "CAD", "6901.17", "USD"
"12523", "12718", "00327-327-OL-99673", "02036-038-HS-97964", "5/7/11", "4650.04", "CAD", "4650.04", "USD"
"12524", "12719", "00327-327-OL-99673", "02036-038-HS-97964", "5/22/11", "1260.89", "CAD", "1260.89", "USD"
"12525", "12720", "00327-327-OL-99673", "02036-038-HS-97964", "6/4/11", "1247.43", "CAD", "1247.43", "USD"
"12526", "12721", "00327-327-OL-99673", "02036-038-HS-97964", "6/7/11", "236.22", "CAD", "236.22", "USD"
"12527", "12722", "00327-327-OL-99673", "02036-038-HS-97964", "6/11/11", "368.30", "CAD", "368.30", "USD"
"12528", "12723", "00327-327-OL-99673", "02036-038-HS-97964", "8/6/11", "14477.22", "CAD", "14477.22", "USD"
"12529", "12724", "00327-327-OL-99673", "02036-038-HS-97964", "8/12/11", "9930.91", "CAD", "9930.91", "USD"
"12530", "12725", "00327-327-OL-99673", "02036-038-HS-97964", "8/27/11", "978.10", "CAD", "978.10", "USD"
"12531", "12726", "00327-327-OL-99673", "02036-038-HS-97964", "9/30/11", "29203.85", "CAD", "29203.85", "USD"
